"","V1lag","V2lag","V3lag","V4lag","V5lag","V6lag","V7lag","V8lag","V9lag","V10lag","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"V1",0.0098,0.1037,0.1072,0.0188,0,0.0943,0,0,0,0.1289,0,0.0776,0.0841,0.0223,0.0171,0.0967,0.0432,0,0,0.103
"V2",0,0.0149,0.0137,0,0,0.017,0.0068,0,0,0,0,0,0.0137,0,0,0.0168,0.0064,0,0,0.0185
"V3",0,0.003,0.0037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"V4",0.0151,0.1677,0.1019,0.0265,0.0184,0.1863,0.0436,0.191,0.1844,0.225,0.0398,0,0.0713,0,0,0,0.0321,0,0.0428,0
"V5",0.0027,0.0301,0,0.0046,0.0041,0.0295,0.0094,0.0278,0.0289,0.0341,0.0049,0,0.0145,0.0046,0,0.0197,0.0079,0.0137,0.0146,0.0226
"V6",0,0,0,0,0,0.0133,0,0,0,0.0154,0,0,0,0,0,0,0,0,0,0
"V7",0,0.0167,0.0183,0,0,0.0369,0.0149,0,0,0,0,0,0,0,0,0.034,0,0,0,0.0397
"V8",0,0,0.0168,0,0,0.0295,0,0.0206,0.0187,0.0365,0,0,0.011,0,0,0.0288,0,0,0,0.0326
"V9",0,0,0,0.0027,0.0025,0.0242,0.0077,0,0.0076,0,0.0024,0,0.0129,0.0029,0,0.0179,0.0059,0.0072,0,0.0203
"V10",0,0,0,0,0,0.0122,0,0,0,0.014,0,0,0,0,0,0.0123,0,0,0,0
