"","V1lag","V2lag","V3lag","V4lag","V5lag","V6lag","V7lag","V8lag","V9lag","V10lag","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"V1",0.0095,0.0984,0.1031,0.0179,0,0.0909,0,0,0,0.123,0,0.0744,0.0795,0.021,0.0166,0.094,0.0416,0,0,0.1001
"V2",0,0.0148,0.0137,0,0,0.0173,0.007,0,0,0,0,0,0.0138,0,0,0.0171,0.0066,0,0,0.019
"V3",0,0.003,0.0038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"V4",0.0159,0.1768,0.1064,0.0277,0.0188,0.2035,0.0447,0.1993,0.1946,0.242,0.0427,0,0.0717,0,0,0,0.0328,0,0.044,0
"V5",0.0027,0.0294,0,0.0045,0.0041,0.0292,0.0093,0.0274,0.0287,0.0337,0.0049,0,0.014,0.0045,0,0.0196,0.0077,0.0133,0.0142,0.0224
"V6",0,0,0,0,0,0.0133,0,0,0,0.0156,0,0,0,0,0,0,0,0,0,0
"V7",0,0.0168,0.0184,0,0,0.0369,0.015,0,0,0,0,0,0,0,0,0.0338,0,0,0,0.0401
"V8",0,0,0.0168,0,0,0.0293,0,0.0205,0.0187,0.0368,0,0,0.0108,0,0,0.0289,0,0,0,0.0331
"V9",0,0,0,0.0027,0.0024,0.0242,0.0078,0,0.0076,0,0.0024,0,0.0128,0.0029,0,0.0182,0.0059,0.0071,0,0.0205
"V10",0,0,0,0,0,0.012,0,0,0,0.0141,0,0,0,0,0,0.0122,0,0,0,0
