"","V1lag","V2lag","V3lag","V4lag","V5lag","V6lag","V7lag","V8lag","V9lag","V10lag","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"V1",0.0093,0.0976,0.1035,0.0178,0,0.0895,0,0,0,0.1231,0,0.0742,0.0802,0.0208,0.0163,0.092,0.0411,0,0,0.0993
"V2",0,0.0147,0.0136,0,0,0.0168,0.0068,0,0,0,0,0,0.0137,0,0,0.0165,0.0064,0,0,0.0186
"V3",0,0.0032,0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"V4",0.015,0.173,0.1019,0.0275,0.0183,0.1891,0.0442,0.1948,0.1892,0.2341,0.0408,0,0.0705,0,0,0,0.0319,0,0.0423,0
"V5",0.0027,0.0303,0,0.0048,0.0042,0.0292,0.0095,0.0285,0.0295,0.0346,0.005,0,0.0143,0.0046,0,0.0194,0.0077,0.0136,0.0145,0.0224
"V6",0,0,0,0,0,0.0133,0,0,0,0.0157,0,0,0,0,0,0,0,0,0,0
"V7",0,0.0169,0.0184,0,0,0.0368,0.015,0,0,0,0,0,0,0,0,0.0338,0,0,0,0.0402
"V8",0,0,0.0166,0,0,0.029,0,0.0205,0.0184,0.0362,0,0,0.0111,0,0,0.0285,0,0,0,0.0327
"V9",0,0,0,0.0027,0.0024,0.0239,0.0077,0,0.0076,0,0.0024,0,0.0128,0.0029,0,0.0178,0.0059,0.0072,0,0.0205
"V10",0,0,0,0,0,0.012,0,0,0,0.0142,0,0,0,0,0,0.0122,0,0,0,0
