"","V1lag","V2lag","V3lag","V4lag","V5lag","V6lag","V7lag","V8lag","V9lag","V10lag","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"V1",0.0094,0.0958,0.1021,0.0177,0,0.0877,0,0,0,0.1216,0,0.0753,0.0793,0.0202,0.0165,0.0911,0.0416,0,0,0.0973
"V2",0,0.0145,0.0134,0,0,0.0163,0.0068,0,0,0,0,0,0.0134,0,0,0.0162,0.0063,0,0,0.0183
"V3",0,0.0031,0.0039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"V4",0.0158,0.1764,0.1062,0.027,0.0192,0.1943,0.0453,0.1978,0.1902,0.2334,0.0414,0,0.0712,0,0,0,0.0321,0,0.0438,0
"V5",0.0028,0.0301,0,0.0046,0.0042,0.0293,0.0096,0.0283,0.0295,0.0342,0.005,0,0.0141,0.0045,0,0.0193,0.0078,0.0135,0.0146,0.0227
"V6",0,0,0,0,0,0.0132,0,0,0,0.0159,0,0,0,0,0,0,0,0,0,0
"V7",0,0.017,0.0185,0,0,0.0358,0.015,0,0,0,0,0,0,0,0,0.0329,0,0,0,0.0395
"V8",0,0,0.0164,0,0,0.0283,0,0.0202,0.0183,0.0362,0,0,0.011,0,0,0.0279,0,0,0,0.0323
"V9",0,0,0,0.0027,0.0025,0.0235,0.0077,0,0.0079,0,0.0024,0,0.0127,0.0029,0,0.0176,0.0058,0.0072,0,0.0203
"V10",0,0,0,0,0,0.0119,0,0,0,0.0142,0,0,0,0,0,0.0121,0,0,0,0
