"","V1lag","V2lag","V3lag","V4lag","V5lag","V6lag","V7lag","V8lag","V9lag","V10lag","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"V1",0.009,0.0937,0.1002,0.0168,0,0.0856,0,0,0,0.1194,0,0.0741,0.0776,0.0197,0.0158,0.0887,0.0403,0,0,0.0967
"V2",0,0.0144,0.0134,0,0,0.0164,0.0068,0,0,0,0,0,0.0133,0,0,0.0161,0.0063,0,0,0.0183
"V3",0,0.003,0.0038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"V4",0.0158,0.1826,0.108,0.0282,0.0187,0.2022,0.0457,0.2001,0.194,0.2415,0.043,0,0.072,0,0,0,0.0331,0,0.0435,0
"V5",0.0027,0.03,0,0.0046,0.0041,0.029,0.0094,0.0277,0.0289,0.0339,0.0049,0,0.0141,0.0046,0,0.0191,0.0078,0.0133,0.0142,0.0224
"V6",0,0,0,0,0,0.0133,0,0,0,0.016,0,0,0,0,0,0,0,0,0,0
"V7",0,0.0169,0.0185,0,0,0.0363,0.015,0,0,0,0,0,0,0,0,0.033,0,0,0,0.04
"V8",0,0,0.0167,0,0,0.0288,0,0.0203,0.0184,0.0366,0,0,0.0108,0,0,0.0283,0,0,0,0.0332
"V9",0,0,0,0.0027,0.0025,0.0242,0.0078,0,0.0077,0,0.0024,0,0.013,0.0029,0,0.0179,0.006,0.0072,0,0.0208
"V10",0,0,0,0,0,0.0117,0,0,0,0.014,0,0,0,0,0,0.0119,0,0,0,0
