"","V1lag","V2lag","V3lag","V4lag","V5lag","V6lag","V7lag","V8lag","V9lag","V10lag","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"V1",0.0094,0.0946,0.1002,0.0174,0,0.0873,0,0,0,0.1202,0,0.0749,0.0783,0.0204,0.0161,0.0905,0.041,0,0,0.0975
"V2",0,0.0143,0.013,0,0,0.0163,0.0068,0,0,0,0,0,0.0132,0,0,0.0162,0.0063,0,0,0.0184
"V3",0,0.003,0.0037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"V4",0.0158,0.1786,0.102,0.0285,0.0188,0.2001,0.0453,0.2002,0.1947,0.2395,0.0427,0,0.0708,0,0,0,0.0331,0,0.0436,0
"V5",0.0027,0.0298,0,0.0047,0.0041,0.0295,0.0094,0.0277,0.029,0.0341,0.005,0,0.014,0.0045,0,0.0193,0.0078,0.0136,0.0144,0.0222
"V6",0,0,0,0,0,0.0133,0,0,0,0.016,0,0,0,0,0,0,0,0,0,0
"V7",0,0.0168,0.0182,0,0,0.0361,0.015,0,0,0,0,0,0,0,0,0.0333,0,0,0,0.0399
"V8",0,0,0.0166,0,0,0.0288,0,0.0205,0.0187,0.0366,0,0,0.0109,0,0,0.0285,0,0,0,0.033
"V9",0,0,0,0.0027,0.0024,0.0238,0.0077,0,0.0076,0,0.0024,0,0.0127,0.0029,0,0.0176,0.0058,0.0072,0,0.0205
"V10",0,0,0,0,0,0.0119,0,0,0,0.0143,0,0,0,0,0,0.0121,0,0,0,0
