"","V1lag","V2lag","V3lag","V4lag","V5lag","V6lag","V7lag","V8lag","V9lag","V10lag","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"V1",0.0094,0.0952,0.1028,0.0177,0,0.0891,0,0,0,0.1206,0,0.074,0.0787,0.0204,0.0157,0.0916,0.0412,0,0,0.0991
"V2",0,0.0146,0.0136,0,0,0.0169,0.0069,0,0,0,0,0,0.0135,0,0,0.0165,0.0064,0,0,0.0189
"V3",0,0.0032,0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"V4",0.015,0.1695,0.1002,0.027,0.0179,0.1868,0.0433,0.1879,0.1815,0.2228,0.0398,0,0.0694,0,0,0,0.0315,0,0.0432,0
"V5",0.0027,0.0301,0,0.0047,0.0041,0.0296,0.0094,0.0277,0.0289,0.0339,0.005,0,0.0141,0.0045,0,0.0195,0.0077,0.0134,0.0144,0.0226
"V6",0,0,0,0,0,0.0134,0,0,0,0.0159,0,0,0,0,0,0,0,0,0,0
"V7",0,0.0169,0.0185,0,0,0.0368,0.015,0,0,0,0,0,0,0,0,0.0335,0,0,0,0.0406
"V8",0,0,0.0165,0,0,0.0291,0,0.02,0.0183,0.0364,0,0,0.011,0,0,0.0284,0,0,0,0.0331
"V9",0,0,0,0.0027,0.0024,0.0242,0.0077,0,0.0076,0,0.0024,0,0.0128,0.0029,0,0.0179,0.0058,0.0071,0,0.0207
"V10",0,0,0,0,0,0.0119,0,0,0,0.0141,0,0,0,0,0,0.0119,0,0,0,0
