"","X1lag","X2lag","X3lag","X4lag","X5lag","X6lag","X7lag","X8lag","X9lag","X10lag","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10"
"X1",0.326,0,0,0,0,0,0,0,-0.068,0,0,0,0,0.131,0,0.13,0,0.2439,0,0
"X2",0,0.2312,0.0807,0,0,0,0,0,-0.1086,0,0,0,0,0,0.0771,0,0,0.323,0.2256,0
"X3",0,0,0.1961,0,0,0,0,-0.0806,0,0,0,0.5917,0,0.1209,0,0,0,0,0,0
"X4",0,-0.1026,0,0.2412,0,0,0,0,0,0,0,0.2268,0,0,0,0.3633,0,0,0,0
"X5",0,0,0,0,0.1568,0,0,0,0,0,-0.0663,0,0,0.4463,0,0.1743,0,0,0,0
"X6",0,0,0,0,0,0.1258,0,0,0,0,0,0.0493,0,0,0,0,0,0.2397,0,0.514
"X7",0,-0.0847,0,0,0,0,0.2492,0,0,0,0,0,0.3124,0.2247,0.0729,0,0,0,0,0
"X8",0,0,0,0,0,0,0,0.2612,0,0,0,0,0,0,0,0,0,0,0.3112,0
"X9",0,0,0,0,0,0,0,0,0.2304,-0.0267,0,0,0,0.1534,0,0.24,0,0.2915,0,0
"X10",0,0,-0.0689,0,0,0,0,0,0,0.2447,0,0.1147,0,0,0.0819,0,0.2368,0.2237,0,0
