"","X1lag","X2lag","X3lag","X4lag","X5lag","X6lag","X7lag","X8lag","X9lag","X10lag","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10"
"X1",0.2864,0,0,0,0,0,0,0,-0.1229,0,0,0,0,0.1482,0,0.0919,0,0.2584,0,0
"X2",0,0.1707,0.1619,0,0,0,0,0,-0.0466,0,0,0,0,0,0.13,0,0,0.2689,0.2116,0
"X3",0,0,0.1313,0,0,0,0,-0.089,0,0,0,0.5855,0,0.1488,0,0,0,0,0,0
"X4",0,-0.0617,0,0.2871,0,0,0,0,0,0,0,0.2275,0,0,0,0.3041,0,0,0,0
"X5",0,0,0,0,0.1529,0,0,0,0,0,-0.0526,0,0,0.5638,0,0.0958,0,0,0,0
"X6",0,0,0,0,0,0.1025,0,0,0,0,0,0.0502,0,0,0,0,0,0.1694,0,0.5219
"X7",0,-0.0468,0,0,0,0,0.3058,0,0,0,0,0,0.3244,0.1837,0.1051,0,0,0,0,0
"X8",0,0,0,0,0,0,0,0.2708,0,0,0,0,0,0,0,0,0,0,0.506,0
"X9",0,0,0,0,0,0,0,0,0.1848,-0.0615,0,0,0,0.2459,0,0.2176,0,0.1903,0,0
"X10",0,0,-0.1018,0,0,0,0,0,0,0.2141,0,0.1561,0,0,0.1012,0,0.2658,0.1867,0,0
