"","X1lag","X2lag","X3lag","X4lag","X5lag","X6lag","X7lag","X8lag","X9lag","X10lag","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10"
"X1",0.2854,0,0,0,0,0,0,0,-0.0654,0,0,0,0,0.1545,0,0.0925,0,0.2113,0,0
"X2",0,0.2058,0.1401,0,0,0,0,0,-0.0635,0,0,0,0,0,0.1164,0,0,0.337,0.1635,0
"X3",0,0,0.1419,0,0,0,0,-0.062,0,0,0,0.5827,0,0.1418,0,0,0,0,0,0
"X4",0,-0.0405,0,0.2685,0,0,0,0,0,0,0,0.2312,0,0,0,0.3266,0,0,0,0
"X5",0,0,0,0,0.1411,0,0,0,0,0,-0.0241,0,0,0.5368,0,0.1195,0,0,0,0
"X6",0,0,0,0,0,0.1229,0,0,0,0,0,0.1032,0,0,0,0,0,0.2426,0,0.4308
"X7",0,-0.0953,0,0,0,0,0.2691,0,0,0,0,0,0.3134,0.2156,0.0863,0,0,0,0,0
"X8",0,0,0,0,0,0,0,0.2084,0,0,0,0,0,0,0,0,0,0,0.4556,0
"X9",0,0,0,0,0,0,0,0,0.2127,-0.0604,0,0,0,0.1935,0,0.2253,0,0.2055,0,0
"X10",0,0,-0.0341,0,0,0,0,0,0,0.2552,0,0.072,0,0,0.1246,0,0.3021,0.1883,0,0
