"","X1lag","X2lag","X3lag","X4lag","X5lag","X6lag","X7lag","X8lag","X9lag","X10lag","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10"
"X1",0.3018,0,0,0,0,0,0,0,-0.1127,0,0,0,0,0.1331,0,0.1145,0,0.2683,0,0
"X2",0,0.1881,0.1003,0,0,0,0,0,-0.1037,0,0,0,0,0,0.1314,0,0,0.3735,0.1569,0
"X3",0,0,0.1707,0,0,0,0,-0.0466,0,0,0,0.6463,0,0.0818,0,0,0,0,0,0
"X4",0,-0.0891,0,0.277,0,0,0,0,0,0,0,0.289,0,0,0,0.314,0,0,0,0
"X5",0,0,0,0,0.1175,0,0,0,0,0,-0.0254,0,0,0.5178,0,0.1187,0,0,0,0
"X6",0,0,0,0,0,0.1355,0,0,0,0,0,0.1066,0,0,0,0,0,0.1847,0,0.5216
"X7",0,-0.1208,0,0,0,0,0.2802,0,0,0,0,0,0.3292,0.1901,0.0962,0,0,0,0,0
"X8",0,0,0,0,0,0,0,0.3077,0,0,0,0,0,0,0,0,0,0,0.3248,0
"X9",0,0,0,0,0,0,0,0,0.1954,-0.0603,0,0,0,0.1716,0,0.238,0,0.3403,0,0
"X10",0,0,-0.0765,0,0,0,0,0,0,0.2521,0,0.085,0,0,0.1051,0,0.2525,0.2025,0,0
