"","X1lag","X2lag","X3lag","X4lag","X5lag","X6lag","X7lag","X8lag","X9lag","X10lag","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10"
"X1",0.3107,0,0,0,0,0,0,0,-0.132,0,0,0,0,0.144,0,0.152,0,0.2218,0,0
"X2",0,0.1916,0.1312,0,0,0,0,0,-0.0516,0,0,0,0,0,0.1131,0,0,0.368,0.13,0
"X3",0,0,0.1733,0,0,0,0,-0.0365,0,0,0,0.6495,0,0.0771,0,0,0,0,0,0
"X4",0,-0.0756,0,0.3106,0,0,0,0,0,0,0,0.2699,0,0,0,0.2891,0,0,0,0
"X5",0,0,0,0,0.1779,0,0,0,0,0,-0.0636,0,0,0.5335,0,0.1461,0,0,0,0
"X6",0,0,0,0,0,0.1653,0,0,0,0,0,0.1083,0,0,0,0,0,0.1519,0,0.5435
"X7",0,-0.0643,0,0,0,0,0.3059,0,0,0,0,0,0.2673,0.2594,0.0713,0,0,0,0,0
"X8",0,0,0,0,0,0,0,0.2557,0,0,0,0,0,0,0,0,0,0,0.3872,0
"X9",0,0,0,0,0,0,0,0,0.1558,-0.0884,0,0,0,0.1846,0,0.2422,0,0.3011,0,0
"X10",0,0,-0.0737,0,0,0,0,0,0,0.2242,0,0.1708,0,0,0.0691,0,0.2713,0.1618,0,0
