"","X1lag","X2lag","X3lag","X4lag","X5lag","X6lag","X7lag","X8lag","X9lag","X10lag","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10"
"X1",0.3299,0,0,0,0,0,0,0,-0.1094,0,0,0,0,0.0664,0,0.1421,0,0.2654,0,0
"X2",0,0.1732,0.1121,0,0,0,0,0,-0.0465,0,0,0,0,0,0.1287,0,0,0.3885,0.0793,0
"X3",0,0,0.1832,0,0,0,0,-0.0457,0,0,0,0.5987,0,0.125,0,0,0,0,0,0
"X4",0,-0.0754,0,0.242,0,0,0,0,0,0,0,0.2663,0,0,0,0.3057,0,0,0,0
"X5",0,0,0,0,0.2158,0,0,0,0,0,-0.0983,0,0,0.5331,0,0.1689,0,0,0,0
"X6",0,0,0,0,0,0.1665,0,0,0,0,0,0.1167,0,0,0,0,0,0.1597,0,0.4871
"X7",0,-0.0878,0,0,0,0,0.2881,0,0,0,0,0,0.3368,0.2185,0.0635,0,0,0,0,0
"X8",0,0,0,0,0,0,0,0.2563,0,0,0,0,0,0,0,0,0,0,0.3885,0
"X9",0,0,0,0,0,0,0,0,0.2044,-0.0658,0,0,0,0.2111,0,0.2364,0,0.2718,0,0
"X10",0,0,-0.1075,0,0,0,0,0,0,0.2124,0,0.1506,0,0,0.1038,0,0.2855,0.1888,0,0
