X1	X2	X3	X4	X5	X6	X7
0.340580	0.233075	0.155294	0.279247	1.004183	0.682617	-1.667505
0.261762	0.131997	0.171030	0.219917	0.885060	0.708275	-1.519115
0.116018	-0.047301	0.201314	0.109213	0.668167	0.755058	-1.242319
-0.074853	-0.264200	0.243530	-0.038124	0.391394	0.813873	-0.873813
-0.282800	-0.469365	0.293301	-0.202718	0.100599	0.871394	-0.460927
-0.478153	-0.615751	0.344295	-0.363330	-0.160533	0.910704	-0.054077
-0.634433	-0.669080	0.388398	-0.499873	-0.359803	0.912964	0.301027
-0.732505	-0.615464	0.416456	-0.596107	-0.482773	0.859915	0.569960
-0.763287	-0.464438	0.419555	-0.641746	-0.534439	0.737287	0.733828
-0.728573	-0.246706	0.390762	-0.633568	-0.536037	0.538488	0.790531
-0.639847	-0.007055	0.326889	-0.575487	-0.517739	0.267925	0.753092
-0.515308	0.205995	0.229969	-0.477568	-0.509181	-0.056931	0.645461
-0.375729	0.351522	0.107923	-0.354184	-0.530241	-0.405611	0.496863
-0.239948	0.405918	-0.025813	-0.221592	-0.584533	-0.737198	0.335907
-0.120976	0.368806	-0.153876	-0.095335	-0.657317	-1.005538	0.185597
-0.023428	0.263663	-0.257539	0.012281	-0.718646	-1.166383	0.060223
0.057026	0.132905	-0.319957	0.094107	-0.731097	-1.185486	-0.035447
0.132124	0.028336	-0.329366	0.149376	-0.660333	-1.046041	-0.104711
0.217598	-0.001047	-0.281733	0.183896	-0.485976	-0.754065	-0.155730
0.328554	0.078708	-0.182166	0.209190	-0.209892	-0.340266	-0.197504
0.474626	0.276952	-0.044822	0.240647	0.140231	0.142421	-0.236016
0.655987	0.573738	0.108890	0.294826	0.513454	0.625397	-0.271506
0.861161	0.921288	0.253433	0.386288	0.844070	1.034525	-0.297503
1.067306	1.251525	0.363207	0.524344	1.064543	1.302035	-0.301838
1.243126	1.488468	0.416801	0.710275	1.120167	1.378207	-0.269391
1.354094	1.563093	0.400659	0.935553	0.982310	1.240696	-0.185935
1.369063	1.427806	0.311637	1.181458	0.657068	0.899539	-0.042237
1.267048	1.067579	0.157869	1.420478	0.187238	0.396946	0.162540
1.042827	0.505476	-0.042062	1.619408	-0.353350	-0.198623	0.418872
0.710095	-0.198708	-0.261573	1.743944	-0.872228	-0.802958	0.706805
0.301396	-0.956634	-0.469722	1.764179	-1.275246	-1.329527	0.997845
-0.135540	-1.665016	-0.635438	1.660042	-1.484627	-1.703577	1.258449
-0.544477	-2.222271	-0.731794	1.425887	-1.454502	-1.874193	1.454539
-0.869445	-2.545163	-0.739641	1.073071	-1.180673	-1.822437	1.556163
-1.064033	-2.582485	-0.650223	0.630012	-0.702382	-1.563831	1.541637
-1.099545	-2.323352	-0.466495	0.139280	-0.095682	-1.145083	1.400429
-0.970465	-1.798709	-0.203040	-0.347972	0.540512	-0.635557	1.134539
-0.696149	-1.075928	0.115354	-0.779527	1.102869	-0.115142	0.758298
-0.318279	-0.247634	0.456253	-1.110265	1.502988	0.339198	0.296784
0.105497	0.583123	0.782957	-1.309667	1.683810	0.665725	-0.216728
0.510781	1.318614	1.058457	-1.367025	1.629844	0.826947	-0.743856
