X1	X2	X3	X4	X5	X6	X7
-2.178987	1.526135	-1.865639	-1.686895	-1.074235	-0.494894	-0.700942
-1.887354	1.470218	-1.651762	-1.487702	-0.906813	-0.447030	-0.421386
-1.358332	1.350729	-1.263091	-1.118367	-0.602650	-0.362545	0.070260
-0.689277	1.155755	-0.769496	-0.632191	-0.217098	-0.261555	0.654418
-0.000797	0.874950	-0.256878	-0.097930	0.180628	-0.168763	1.186682
0.587626	0.506167	0.190720	0.411420	0.520822	-0.108128	1.530875
0.981332	0.060999	0.508224	0.830351	0.746539	-0.097549	1.590463
1.128577	-0.432571	0.662038	1.111035	0.824054	-0.144635	1.331270
1.029282	-0.931449	0.655312	1.230264	0.748510	-0.244411	0.790289
0.732859	-1.382809	0.524958	1.191986	0.543711	-0.379495	0.068598
0.325796	-1.732656	0.331267	1.025059	0.256281	-0.522753	-0.690146
-0.088014	-1.935899	0.142643	0.776781	-0.054482	-0.641965	-1.330951
-0.409849	-1.965683	0.019110	0.503365	-0.328810	-0.705716	-1.721488
-0.566660	-1.819838	-0.001635	0.259229	-0.518229	-0.689397	-1.781395
-0.525265	-1.522818	0.087608	0.086986	-0.594461	-0.580234	-1.500294
-0.297357	-1.122429	0.262894	0.010070	-0.553755	-0.380414	-0.940531
0.065311	-0.681804	0.476052	0.029174	-0.416019	-0.107673	-0.223977
0.484172	-0.268135	0.667388	0.123216	-0.219119	0.206755	0.494271
0.872181	0.059632	0.781125	0.254477	-0.009812	0.522579	1.059508
1.153032	0.261565	0.779765	0.376921	0.166605	0.796526	1.350962
1.276977	0.323757	0.654019	0.445990	0.275690	0.989075	1.307965
1.229928	0.260124	0.425868	0.428025	0.300346	1.070753	0.942950
1.034090	0.108623	0.143988	0.307430	0.243183	1.026991	0.338491
0.740529	-0.077280	-0.127424	0.090162	0.124491	0.860754	-0.370925
0.415697	-0.240082	-0.323840	-0.197062	-0.023481	0.592552	-1.028390
0.125346	-0.330205	-0.396030	-0.511744	-0.164426	0.257825	-1.488799
-0.080369	-0.315961	-0.322491	-0.803795	-0.266247	-0.097867	-1.650345
-0.177159	-0.189434	-0.115698	-1.025254	-0.307738	-0.425150	-1.476365
-0.170183	0.032779	0.179450	-1.139724	-0.282359	-0.677682	-1.002877
-0.090345	0.314067	0.494705	-1.129539	-0.198385	-0.818583	-0.330195
0.015367	0.606356	0.753172	-0.999269	-0.075644	-0.825519	0.399382
0.096970	0.860804	0.886450	-0.774864	0.060181	-0.693775	1.032893
0.114659	1.038300	0.850332	-0.498493	0.184201	-0.436902	1.440077
0.048922	1.117433	0.635598	-0.220180	0.278266	-0.084901	1.541533
-0.094826	1.098390	0.271440	0.012217	0.334816	0.319803	1.325534
-0.287959	1.002025	-0.179358	0.162563	0.357789	0.728017	0.849961
-0.486161	0.864430	-0.632542	0.213703	0.360500	1.090306	0.229061
-0.640720	0.728372	-0.999242	0.170857	0.361121	1.363501	-0.391960
-0.710826	0.633505	-1.204094	0.060397	0.376989	1.516320	-0.868785
-0.673763	0.607508	-1.200756	-0.075760	0.419225	1.533334	-1.089404
-0.530730	0.659996	-0.981694	-0.189123	0.488996	1.416724	-0.998165
-0.306828	0.780432	-0.580172	-0.235181	0.576414	1.185614	-0.607458
-0.045442	0.940325	-0.064201	-0.183410	0.662332	0.873008	0.005421
0.201571	1.099118	0.476264	-0.024649	0.722637	0.520784	0.715267
