X1	X2	X3	X4	X5	X6	X7
-0.923777	-0.261120	-0.728951	-0.413148	-0.580619	0.018461	0.049750
-0.735760	-0.158360	-0.567287	-0.312365	-0.476463	0.050086	0.190380
-0.401062	0.025173	-0.288178	-0.134453	-0.292027	0.103341	0.426604
0.007456	0.250430	0.030966	0.078704	-0.069459	0.160916	0.679861
0.402820	0.470057	0.298936	0.276606	0.140715	0.202892	0.858425
0.704635	0.638929	0.433905	0.411718	0.291561	0.212193	0.881592
0.858288	0.724173	0.384767	0.450432	0.351049	0.179531	0.701916
0.847900	0.712257	0.145563	0.380829	0.310012	0.106370	0.320033
0.699948	0.611667	-0.240694	0.215579	0.184950	0.005286	-0.211820
0.476492	0.450413	-0.689872	-0.010759	0.014833	-0.102577	-0.798684
0.259568	0.269028	-1.094627	-0.249324	-0.147466	-0.192292	-1.322526
0.130303	0.110606	-1.348497	-0.447758	-0.247308	-0.241103	-1.668344
0.147617	0.010220	-1.370570	-0.561726	-0.241371	-0.234021	-1.750874
0.331745	-0.013869	-1.125177	-0.564568	-0.108702	-0.167777	-1.535710
0.656582	0.034974	-0.631948	-0.452951	0.142807	-0.052021	-1.049757
1.053035	0.132090	0.036262	-0.247267	0.476151	0.092522	-0.378376
1.422929	0.237046	0.767211	0.013199	0.831405	0.238535	0.350690
1.660723	0.303281	1.432083	0.279143	1.137342	0.358233	0.993349
1.678186	0.289685	1.912191	0.502121	1.326103	0.429636	1.419585
1.426581	0.171495	2.123797	0.644903	1.347835	0.441457	1.541778
0.911156	-0.051968	2.035522	0.688969	1.182192	0.395435	1.334503
0.194384	-0.354768	1.674643	0.637546	0.844146	0.305493	0.841358
-0.613211	-0.687784	1.120798	0.513590	0.382634	0.193935	0.167021
-1.373037	-0.987630	0.488677	0.353355	-0.127836	0.085571	-0.544028
-1.945415	-1.189365	-0.096516	0.197168	-0.601024	0.001199	-1.137725
-2.217823	-1.240391	-0.525413	0.079601	-0.955588	-0.047865	-1.483210
-2.128684	-1.112569	-0.726883	0.021467	-1.131055	-0.062902	-1.501146
-1.681406	-0.809858	-0.681704	0.025398	-1.099830	-0.057585	-1.181477
-0.945819	-0.369712	-0.424754	0.075993	-0.872749	-0.054501	-0.586617
-0.046393	0.142296	-0.035416	0.144442	-0.496988	-0.079050	0.160749
