X1	X2	X3	X4	X5	X6	X7	X8	X9	X10	X11	X12	X13	X14	X15	X16	X17	X18	X19	X20	X21	X22	X23	X24	X25	X26	X27	X28	X29	X30	X31	X32	X33	X34	X35	X36	X37	X38	X39	X40	X41	X42	X43	X44	X45	X46	X47	X48	X49	X50	X51	X52	X53	X54	X55	X56	X57	X58	X59	X60	X61	X62	X63	X64	X65	X66	X67
-1.543378	-0.963476	-1.344962	0.176198	-4.703744	-0.022714	-0.279201	-2.852381	-3.099762	-0.486174	-1.217563	-2.580067	-3.892335	-1.927549	-1.632781	-2.124393	-3.181980	-3.309136	-1.954921	0.486829	-1.943617	-0.312999	-3.101262	-1.318173	-0.499579	-0.431706	-1.125208	-1.500455	-1.781255	-1.471211	-2.523757	-0.248482	-0.999494	-0.207447	-0.940454	-1.090841	-1.241603	-2.602236	-2.888853	-1.927604	-0.287995	-1.218936	-2.492145	-3.154178	-3.883582	-0.375926	-3.141565	-3.102620	-1.059812	-1.361460	-2.303353	-4.658589	-3.208201	-1.084602	-0.503202	-0.225884	-0.278244	-0.377190	-0.858575	-0.221453	-1.593460	-0.475814	-0.642444	-5.173835	-1.171694	-3.708483	-0.443652
-1.267130	-1.376830	0.257076	0.671334	-2.511020	-1.260274	-0.698643	-0.731099	-2.022652	-2.417042	-2.657627	-1.055470	-3.837359	-1.725396	-0.932834	-2.203491	-1.881914	-1.426756	-0.846288	-0.892567	-1.979435	-0.611418	-3.075415	-0.187204	-3.033520	-1.894833	0.822435	-1.856031	-1.512425	-1.038957	-4.100914	-2.629097	-2.160130	-0.600118	-1.721559	-0.980592	-3.184512	-1.436525	-3.361075	-2.572883	-2.427710	-1.011913	-0.548076	-1.697269	0.374456	-3.726041	-1.114551	-1.968777	-0.279376	0.280175	-0.472762	-3.745952	-3.141848	-2.098891	-2.880876	1.292581	-0.290079	0.571261	-1.364600	-0.572177	-2.279197	-0.061864	-1.135428	-3.884842	-2.151753	-1.919674	-1.776253
-0.329185	-2.316861	-1.446268	-0.665560	-1.261329	-2.004578	-1.178416	-1.342044	-3.036842	-0.748154	-2.958733	0.643886	-1.337812	-1.295691	3.155530	0.469439	-1.445136	0.558777	-1.261304	-1.965896	-0.284911	0.276659	-3.070262	-2.702558	-1.027283	-1.831442	2.058781	-0.100108	-0.258366	-1.060232	-2.500462	-1.591309	-2.442026	-1.964074	-0.795988	-1.448054	-3.053059	-0.327146	-2.116352	-1.033261	-0.638782	0.166508	-0.457025	0.981263	-1.102603	-3.213791	-3.251091	-2.543975	-1.871719	0.364816	-1.167528	-0.742698	-0.560810	-0.770221	-3.875085	3.134240	1.435206	-0.728888	-0.711733	1.480475	-0.930951	-2.099362	-0.001600	-2.945090	0.840750	-1.441041	-2.567876
-2.216844	-1.442470	0.185306	-0.348287	-3.182271	-0.692826	-0.202622	-1.371316	1.055969	1.233890	0.095821	1.550602	-0.610693	-1.758232	4.535211	-1.265707	2.622354	0.992361	-0.514869	0.360043	-1.167446	-0.690468	-2.186102	-1.927935	-2.065366	-0.083332	3.747431	3.441712	-1.441979	-0.083937	-2.091303	-1.372122	-1.044084	-2.552714	-1.048743	-0.659128	-1.105947	1.901201	-1.438187	-1.184841	0.827390	0.071427	-2.146192	3.844219	-1.375859	-2.053379	-0.270186	-0.791116	-1.034143	1.661663	-0.385152	-0.416430	0.645812	-1.709593	-1.739330	1.556094	1.556113	-0.531937	0.839525	5.623903	-2.083522	-1.489106	-0.662260	-2.132582	-0.791484	-0.671486	-0.736922
-0.452807	0.458244	-1.017403	-0.744346	0.397354	-1.154117	-0.291161	-2.139515	1.642681	3.692890	3.045835	1.363880	1.602895	0.040480	4.798711	-3.153530	2.057254	1.696595	-1.175585	-0.937550	-0.514442	0.793501	2.659762	-1.196137	1.095032	-3.294603	2.487186	1.815229	-2.341862	-0.202974	-0.259138	-3.324836	-1.042805	-3.454440	-1.627226	-1.618015	-2.388174	3.485814	-0.322581	-3.254928	0.542005	-2.832557	-0.789680	4.080597	0.331489	0.935296	-0.073939	-1.802600	-0.041246	-0.007383	-1.368134	1.418149	3.700617	-1.119808	-0.420711	0.049841	2.851741	0.612813	-0.129525	6.738107	-2.582309	-0.051397	-0.940407	-0.639018	-0.953155	0.875290	-1.142093
-0.374674	-0.945919	-0.991596	-0.711541	3.674644	-0.273451	-1.648137	-1.014043	3.853294	3.820948	4.033910	0.336521	2.834651	0.482145	2.483628	-2.506632	0.602363	4.802878	-2.351253	-1.394172	-0.295299	-0.090832	4.923230	-1.825063	0.665312	-0.057555	3.090646	0.375144	0.052183	-0.633745	-1.319269	-1.407953	0.621809	-2.250754	-1.205837	1.173483	-1.387843	2.632093	-0.062735	-1.624222	0.053263	-1.475144	-2.442191	2.851599	-0.442058	-0.186766	0.090051	-0.405127	-1.404429	0.120378	1.104324	0.802538	3.058806	-0.509765	-0.205128	-1.593220	2.809092	-2.033939	1.112016	2.282285	-2.282212	0.938766	-2.566841	-0.917801	-1.500565	-0.315113	-1.665989
1.242355	-0.161358	0.127528	-0.970771	1.676498	2.850173	-0.899849	2.794001	4.585808	4.080061	5.241545	1.325026	2.615775	-1.516638	-0.821337	-2.871413	1.185278	1.719910	-3.390075	-0.348122	0.001582	0.898633	2.740099	-3.601715	2.635677	-0.352188	-1.765990	3.713056	0.837057	-2.713050	-1.783397	-2.700375	-1.580142	-1.112657	-0.540078	4.327666	0.329646	2.753038	0.441150	-3.660729	1.477966	-1.141934	-1.277328	0.957124	-0.278501	-1.500867	-0.690219	-0.349598	-0.867893	2.071749	0.635322	-2.548865	1.344378	4.369134	0.040718	0.050410	2.117563	-2.091693	-0.067252	-0.661362	-3.949230	-0.753018	-0.971963	-0.472730	-0.327911	2.544804	-1.294611
1.132179	-3.466474	-2.125533	-1.544838	3.802716	4.046255	-0.006699	4.018817	2.348023	1.624232	4.461542	2.840796	2.372366	-0.931968	-1.862683	-0.852176	-2.036000	0.381589	-1.147851	0.795600	-0.510500	0.469397	4.362270	-1.092593	4.367227	-1.177402	-2.901720	4.555265	-0.936940	-1.913891	-0.881225	-0.493504	-0.651262	-0.761650	-2.794851	3.796831	0.768492	3.939148	-0.657828	-0.189351	1.516714	0.034972	-2.076392	-1.231527	-0.747837	-0.753806	0.808851	1.416585	-0.040036	2.020028	-0.470039	-0.853963	1.153732	5.624589	-1.262472	-2.665369	0.018157	-0.633248	1.881171	-5.336434	-2.430463	0.097052	-2.817772	0.016593	-0.518795	3.474339	-2.786859
2.088497	1.160735	-0.121279	-1.458843	0.871697	5.569496	-1.059789	4.755503	1.668940	-3.639140	2.216801	0.185733	-1.709279	1.285055	-2.141811	-2.110522	-3.635574	0.691916	-0.379583	2.430897	-1.737446	0.280460	-0.268560	-1.151598	3.704064	0.308105	-0.646946	1.666171	-0.451308	0.581230	1.271447	1.627560	-0.988951	-1.992235	-2.830456	-0.127721	0.412494	-0.317076	-0.112070	-1.848291	1.372407	-0.100926	-0.217085	-2.888753	0.399833	-0.580884	-2.494242	0.347223	-0.013458	3.959217	1.169538	-4.011959	-2.458031	2.589500	1.579301	-2.844958	-1.841528	-1.369807	-0.969017	-8.173332	-3.948609	-0.949823	-1.728069	-0.448435	1.032385	4.977692	-3.204035
3.098611	3.250669	-1.071911	-1.772487	0.657240	4.523595	-0.749719	3.422059	0.118259	-2.781455	1.626922	-0.634563	-1.987760	3.327630	-2.563520	-2.814952	-0.586844	-1.882513	-2.850972	5.313569	0.642744	1.334324	0.198709	-1.805930	2.811689	1.025931	-2.187966	0.482973	-0.871747	-0.624488	2.768116	-0.145586	0.432989	-2.503012	-0.908995	-0.470792	-0.843648	-1.631336	0.971424	-1.716451	-0.297555	-3.581929	-2.454510	-1.392555	-1.803690	0.340898	0.918702	-2.526686	-2.187061	3.380817	-0.888346	-3.316654	-1.753413	3.732766	-0.369064	-3.504359	-2.033190	-1.121668	-2.115314	-5.685556	1.149131	-0.335744	3.325647	-1.339612	0.577828	1.527861	-1.031039
