X1	X2	X3	X4	X5	X6	X7	X8	X9	X10	X11	X12	X13	X14	X15	X16	X17	X18	X19	X20	X21	X22	X23	X24	X25	X26	X27	X28	X29	X30	X31	X32	X33	X34	X35	X36	X37	X38	X39	X40	X41	X42	X43	X44	X45	X46	X47	X48	X49	X50	X51	X52	X53	X54	X55	X56	X57	X58	X59	X60	X61	X62	X63	X64	X65	X66	X67
-0.940425	-1.400725	-1.760330	-1.646802	-2.391650	-0.740108	-1.076718	-1.060741	-2.400786	-0.734511	-3.536601	-1.414258	-1.008896	1.175778	0.299596	-3.381425	-0.652897	-2.923276	-1.248212	-2.305224	1.443568	-2.819355	-1.116023	-0.089059	-2.462939	-0.782565	-1.127113	0.294853	0.723608	-1.493532	-3.386042	-1.315383	-1.265332	0.069948	-2.312754	-1.823687	0.910584	-0.796476	-2.584654	-1.716928	-1.322569	0.646742	-1.913354	-0.522582	-0.301017	-2.094668	-2.228878	-1.762057	-0.717794	-2.572099	-1.761555	-0.843689	-3.915750	-1.177890	-0.571298	-1.137399	-1.956793	0.361712	-3.029455	0.031343	-0.374495	0.099355	-0.944095	-0.763221	-2.430763	-3.867043	-2.138668
-1.625581	-1.749171	-2.685715	-1.075717	-0.274935	0.057250	-1.485435	-0.187732	-2.292224	-0.997890	-0.448128	-0.634193	-1.014556	-0.497239	-0.398687	-1.488204	-0.516562	-2.050897	-0.855300	-1.844203	-1.997251	-0.121406	-1.224352	0.884469	-2.733140	-1.155353	0.855218	-1.028095	-2.103555	-1.687167	-3.868551	-0.963877	-1.539982	-2.997206	-3.294076	-2.403322	-0.453062	-3.094544	2.737209	-0.616224	-1.335552	-2.123622	-2.546161	-0.626307	-1.833987	-2.225857	0.604403	-2.431637	-0.891208	-0.794732	-4.852147	1.529514	-1.612172	-1.854018	-2.396062	-0.309486	-1.409641	-2.036602	-2.024257	0.847982	-2.219410	-2.017311	-3.237410	-4.529879	-1.088292	-0.636721	-2.834567
-1.339238	-1.585251	-2.607583	-1.147062	1.383891	1.503319	0.068920	-0.923021	-0.595907	-0.516612	-0.962241	-0.321044	-0.276889	-1.671494	-1.035542	0.081040	-1.750323	-3.634974	-1.183190	-1.423158	-0.704890	-0.618260	-1.680373	-2.157720	-1.970168	-0.046582	-1.341344	-2.271941	0.261027	-1.912544	-0.797801	-2.452609	1.080883	-0.652524	-2.156059	-2.009257	-0.153797	-1.244538	3.953430	-1.878462	-1.630820	-2.225903	-3.531008	1.435357	-1.945731	-3.211946	-0.828587	-0.531941	1.087065	-2.120634	-1.019320	2.372998	-2.262309	1.205941	0.276227	-0.447842	-1.807539	0.805040	-1.792298	0.443241	0.533085	-0.790429	-1.734439	-2.906353	-1.600696	1.504618	0.742880
-2.094497	-0.808666	0.906265	-0.647939	2.384429	1.721398	2.314247	-2.693610	-2.187035	-3.455682	-1.902840	-3.051110	-2.213497	-0.322285	-0.819669	-0.888694	-0.971281	-0.437209	-0.342684	-2.216193	-1.407050	-1.040721	-0.053388	-1.388728	-0.111823	0.084147	0.395799	-1.595686	-0.506848	0.360638	0.621907	-1.712781	0.428463	-0.208704	-1.598004	2.591006	-0.441023	-2.764661	4.104011	-1.695544	-1.073974	-0.639200	-0.319995	-2.336192	-0.476447	-2.721336	-0.782646	0.105129	0.259327	-3.631305	-0.128675	5.304165	-1.004562	-1.059414	0.594367	-1.777367	1.291714	-1.355062	-0.775280	0.623420	-0.841308	-0.788099	-1.526280	-1.726847	-1.192173	2.084077	-2.478330
-0.544658	-0.542216	0.669131	0.380552	0.245379	0.109489	-0.014952	-0.394499	-1.707607	-1.832600	-1.841227	-3.105592	-0.866778	1.596988	1.872633	-0.795506	-0.873138	-1.123704	-0.345381	-0.589808	-2.321932	-1.854391	0.769502	0.877645	-3.955107	-1.794269	1.300348	-1.761728	1.456022	-1.532622	2.559575	-0.550693	-1.065644	-0.683547	-0.479511	2.212168	0.558759	-1.323713	4.196652	3.377930	-0.798112	-0.453614	-1.944023	-1.652155	-0.467937	-1.170231	-1.366577	1.022975	-1.446823	-3.435144	-0.345113	5.011317	-2.405731	-0.840083	1.227758	-2.113264	2.959417	-0.126509	-2.204105	0.097519	-0.271189	-0.453522	-0.629433	-3.618061	-1.295626	1.415555	-0.692398
-0.721622	-1.091602	2.892114	-0.221389	-0.971859	1.483491	-0.186577	-0.045189	-1.517622	-0.682570	-2.569301	-2.330188	-2.241535	6.507425	4.572263	-2.042797	-2.777495	-2.744461	-2.319785	-2.193905	-1.773634	-4.112774	-1.465402	-0.302100	-1.191522	-2.257331	-2.241497	1.818134	-0.689665	-0.519827	2.622501	-2.248346	-0.075837	-0.786752	-0.962681	0.017529	1.152249	-1.768398	3.979153	3.475860	-0.901236	-1.939045	-1.480192	-0.921832	2.376001	-0.545730	-1.296479	-2.416903	-1.686182	1.111050	-1.971535	5.249156	-2.106317	0.245731	-0.543400	-0.507033	2.944172	0.264899	-1.490376	0.306139	-0.032858	0.093003	-0.178099	-2.121698	-1.838753	0.149355	-2.093325
-2.298890	-1.625725	-0.204185	0.726238	-0.451984	-1.367296	-1.622927	-0.685581	-1.551880	-0.951594	-1.612764	-0.165400	-1.979467	4.917527	4.122921	-2.344569	-1.296753	-1.829980	-2.008994	-2.465487	-2.643158	-0.523773	0.527897	1.510037	-2.834770	-0.601740	-0.810538	4.345999	-1.115508	-0.111376	3.060188	0.485061	-0.884118	-1.130819	-1.769116	-1.260510	1.515546	-1.188117	2.589414	2.743644	-2.940547	-1.287092	-2.450803	-3.217926	1.806866	-1.527637	-0.797155	-0.632706	-3.197751	1.654977	-1.300042	5.658187	-1.220921	-0.855273	-1.196111	-0.726276	4.130779	0.598862	-1.182793	-0.637622	0.424186	1.283574	-0.069276	-1.135059	-1.902957	-2.571923	-0.722713
-2.328960	0.033114	-1.637765	5.489833	-2.448897	-0.581073	-5.828401	-0.455776	0.291820	-2.331273	-2.747415	0.193074	-2.071373	2.682396	3.845907	-1.793720	-0.313213	-0.884063	-0.437512	-2.107756	-1.534703	-1.251291	1.490201	1.689354	-0.812851	-0.906998	-0.939574	2.499168	0.287493	-0.061071	0.755134	0.031625	-1.350887	-0.718446	-3.377517	0.398049	0.035548	-2.583171	-1.265763	3.979281	-2.048544	-1.491557	-2.478657	-2.120038	1.233059	-1.495753	1.049196	0.079968	-0.771829	4.304438	-1.657634	1.493311	-0.682645	-1.218596	-0.991573	-0.675094	3.470540	0.769678	-2.316059	-3.133262	0.094342	-1.776008	-1.346965	-1.349647	-1.027836	0.897824	-0.563862
-1.548734	-2.320785	-0.353527	4.978295	-1.376796	-1.089840	-0.504297	-0.310875	-2.099822	-1.395510	-0.824856	2.015632	-2.440456	0.420032	4.182021	-0.291053	1.025822	0.483188	-2.110438	-1.807913	-0.742069	-2.165831	-1.073393	2.891852	-0.166167	-0.975506	0.691996	-0.180358	-1.548063	-0.784312	-1.119359	-0.730753	-0.687644	0.561466	-0.884584	-1.899294	-1.874845	1.793436	-3.174280	2.253371	-2.452828	-1.580039	-1.195255	0.354131	0.513680	-2.208279	-2.749927	-2.511781	-0.660615	5.917334	-0.875313	0.256731	3.582512	-1.291139	-2.894590	-1.090887	3.528454	0.840648	-0.518777	0.348818	-2.506389	-0.427144	-1.629965	-2.237364	-0.083992	2.564896	-0.032774
-2.175713	-0.386223	-2.519768	1.164324	0.330318	-2.435496	2.410684	-2.749479	-1.100805	-2.515008	1.654913	3.004077	1.131385	-1.481965	3.779563	-1.343067	2.762652	1.397371	-1.880975	-3.193459	1.300444	-3.346497	-0.429284	3.605831	-0.773021	-0.744066	0.637969	-0.582378	-2.622375	-2.967401	-1.541291	0.833827	-0.765591	0.452819	-2.865319	-1.454537	-6.578234	2.584704	-1.286634	0.927612	0.380599	-0.583038	1.715602	-0.951320	3.264829	1.147182	-0.599726	-1.206654	-0.283508	5.572866	-2.228079	0.407749	0.868449	-0.736304	-3.038360	0.899643	5.263722	0.092070	-2.938848	0.133319	0.538594	-1.655734	-0.404576	0.099989	1.374675	1.597895	-2.964851
